Summary stop stats,,,,,,,,,,,,,,
Selected days,Selected days,01/04/2026 - 30/04/2026,,,,,,,,,,,,
Mean value,Mean value,Average,,,,,,,,,,,,
Columns,Columns,Some are hidden,,,,,,,,,,,,
,,,,,,,,,,,,,,
Stop,Stop,Planned stopping,Planned stopping,IN,IN,OUT,OUT,Frequency of passengers,Frequency of passengers,Occupancy,Occupancy,Occupancy,Occupancy,Delay
Stop,Stop,Planned stopping,Planned stopping,IN,IN,OUT,OUT,Frequency of passengers,Frequency of passengers,Arrival,Arrival,Departure,Departure,Delay
Ident.,Name,APC,All,Σ,Ø,Σ,Ø,Σ,Ø,Σ,Ø,Σ,Ø,Ø
430,Nagymacs. Kastélykert utca,102,485,70,0.7,0,0,70,0.7,342,3.4,413,4.0,00:00:51
536,Szepes,156,550,59,0.4,48,0.3,107,0.7,67,0.9,59,0.7,00:01:02
571,Tőr utca,486,2111,222,0.5,110,0.2,332,0.7,1912,3.9,2028,4.2,00:03:27
645,Nyugati Ipari Park. szervizút II.,286,962,168,0.6,27,0.1,195,0.7,346,1.2,501,1.8,00:02:28
130,Déli sor,166,1334,14,0.1,99,0.6,113,0.7,1276,7.7,1188,7.2,00:01:56
311,Kisbánya utca,153,1177,15,0.1,85,0.6,100,0.7,2144,14.0,2068,13.5,00:03:46
395,Veres Péter utca,750,3320,218,0.3,272,0.4,490,0.7,1304,2.7,1237,2.5,00:02:14
371,Lomnicz utca,185,570,80,0.4,39,0.2,119,0.6,1673,9.0,1711,9.2,00:00:59
426,Nagycsere. orvosi rendelő,166,495,97,0.6,9,0.1,106,0.6,481,2.9,569,3.4,00:02:05
622,Nyíregyházi utca,55,60,35,0.6,0,0,35,0.6,1058,19.2,1093,19.9,00:00:34
129,Déli sor,171,1304,80,0.5,27,0.2,107,0.6,1961,11.5,2018,11.8,00:02:31
239,Hintós utca,114,560,71,0.6,0,0,71,0.6,230,2.0,301,2.6,00:01:27
505,Sárga dűlő 67.,82,290,51,0.6,0,0,51,0.6,59,0.7,111,1.4,00:00:57
525,Sólyom utca,736,2994,100,0.1,355,0.5,455,0.6,5198,7.1,4911,6.7,00:03:09
655,Besze János utca,125,390,13,0.1,64,0.5,77,0.6,1083,8.7,1030,8.2,00:02:55
217,Hármashegy utca,596,2247,92,0.2,273,0.5,365,0.6,3480,5.8,3280,5.5,00:02:52
091,Branyiszkó utca,486,2596,62,0.1,235,0.5,297,0.6,5329,11.0,5149,10.6,00:02:50
503,Sárga dűlő 33.,82,290,49,0.6,1,0.0,50,0.6,162,2.0,210,2.6,00:01:23
221,Harsona utca,156,640,1,0.0,93,0.6,94,0.6,1125,7.2,1033,6.6,00:01:52
537,Szepes. bolt,82,290,49,0.6,0,0,49,0.6,111,1.4,162,2.0,00:01:01
686,Tisza István utca,191,1011,20,0.1,93,0.5,113,0.6,368,1.9,290,1.5,00:03:14
047,Bánk,272,2213,81,0.3,79,0.3,160,0.6,89,0.6,89,0.6,00:00:52
538,Szepes. bolt,74,260,1,0.0,42,0.6,43,0.6,144,1.9,103,1.4,00:02:59
455,Pajtás utca,252,1297,107,0.4,39,0.2,146,0.6,884,3.5,967,3.8,00:01:45
222,Harsona utca,151,660,84,0.6,3,0.0,87,0.6,755,5,836,5.5,00:01:46
008,Acsádi út,533,2187,60,0.1,247,0.5,307,0.6,2185,4.1,1987,3.7,00:02:51
031,ATEV,141,1117,78,0.6,3,0.0,81,0.6,89,0.6,164,1.2,00:01:20
092,Branyiszkó utca,483,2617,215,0.4,61,0.1,276,0.6,4418,9.1,4576,9.5,00:03:14
079,TEVA Gyógyszergyár,171,613,21,0.1,74,0.4,95,0.6,2443,14.3,2388,14.0,00:01:21
849,Ispán utca,18,320,1,0.1,9,0.5,10,0.6,30,1.7,22,1.2,00:01:38
486,Rigó utca,487,2719,52,0.1,218,0.4,270,0.6,4971,10.2,4799,9.9,00:02:00
375,Lóverseny utca,486,2596,36,0.1,230,0.5,266,0.5,5149,10.6,4957,10.2,00:03:05
203,HAJDÚKOMM,119,620,25,0.2,40,0.3,65,0.5,946,7.9,920,7.7,00:00:11
080,TEVA Gyógyszergyár,152,588,76,0.5,7,0.0,83,0.5,973,6.4,1048,6.9,00:01:49
349,Köntösgát sor,219,868,95,0.4,24,0.1,119,0.5,2282,10.4,2364,10.8,00:00:47
192,Gázvezeték utca,500,1957,236,0.5,30,0.1,266,0.5,2388,4.8,2595,5.2,00:00:25
404,Moha utca,266,1155,131,0.5,10,0.0,141,0.5,997,3.7,1125,4.2,00:00:54
232,Házgyár utca,468,1700,241,0.5,7,0.0,248,0.5,1844,3.9,2097,4.5,00:02:06
233,Hegyi Mihályné utca,274,1420,18,0.1,127,0.5,145,0.5,4408,16.1,4293,15.7,00:02:43
119,Csonkatorony utca,206,1427,87,0.4,22,0.1,109,0.5,883,4.3,948,4.6,00:02:38
230,Hatvan utca 57.,303,1490,17,0.1,141,0.5,158,0.5,3481,11.5,3355,11.1,00:03:33
134,Diadal utca,486,2111,195,0.4,57,0.1,252,0.5,2028,4.2,2166,4.5,00:03:15
504,Sárga dűlő 67.,74,260,1,0.0,37,0.5,38,0.5,103,1.4,67,0.9,00:02:12
826,Antall József utca,408,1648,23,0.1,180,0.4,203,0.5,3220,7.9,3023,7.4,00:02:24
007,Áchim András utca,185,570,87,0.5,5,0.0,92,0.5,1711,9.2,1794,9.7,00:01:14
478,Salétrom utca,166,1334,45,0.3,35,0.2,80,0.5,1455,8.8,1467,8.8,00:01:29
281,Kanális utca,490,1950,14,0.0,218,0.4,232,0.5,2048,4.2,1839,3.8,00:02:31
208,Haláp. csárda,163,480,3,0.0,73,0.4,76,0.5,429,2.6,313,1.9,00:00:58
446,Óvoda utca,575,3259,25,0.0,239,0.4,264,0.5,8802,15.3,8587,14.9,00:02:19
312,Kisbánya utca,146,1177,58,0.4,8,0.1,66,0.5,1892,13.0,1946,13.3,00:01:25
336,Kondorosi híd,146,1177,64,0.4,2,0.0,66,0.5,1816,12.4,1892,13.0,00:01:13
494,Salakmotorpálya,490,1950,11,0.0,210,0.4,221,0.5,2255,4.6,2048,4.2,00:02:49
001,35-ös út,486,2596,8,0.0,211,0.4,219,0.5,4793,9.9,4589,9.4,00:02:48
157,Elek utca,152,780,16,0.1,51,0.3,67,0.4,398,2.6,363,2.4,00:03:48
500,Sárga dűlő 23.,74,260,2,0.0,30,0.4,32,0.4,201,2.7,170,2.3,00:02:45
002,35-ös út,483,2617,184,0.4,17,0.0,201,0.4,4024,8.3,4204,8.7,00:02:32
043,Balaton utca,490,1950,8,0.0,194,0.4,202,0.4,1839,3.8,1650,3.4,00:01:33
846,Repülőtéri út,186,540,1,0.0,73,0.4,74,0.4,439,2.4,363,2.0,00:01:46
641,Kaskötő utca,252,1297,53,0.2,46,0.2,99,0.4,698,2.8,705,2.8,00:02:39
044,Balaton utca,479,1920,169,0.4,17,0.0,186,0.4,1472,3.1,1629,3.4,00:00:38
396,Mentőállomás,1138,5211,164,0.1,276,0.2,440,0.4,6325,5.6,6172,5.4,00:02:47
301,Kérész utca,592,2262,219,0.4,8,0.0,227,0.4,2541,4.3,2762,4.7,00:01:02
255,Ipari Park. bejáró út,257,967,2,0.0,96,0.4,98,0.4,2125,8.3,2030,7.9,00:01:19
580,Úrrétje utca,483,2617,154,0.3,29,0.1,183,0.4,4293,8.9,4418,9.1,00:03:29
502,Sárga dűlő 33.,74,260,1,0.0,27,0.4,28,0.4,170,2.3,144,1.9,00:03:22
863,Nagymacsi út,53,60,2,0.0,18,0.3,20,0.4,25,0.5,9,0.2,00:01:20
017,Állatmenhely,148,1117,3,0.0,52,0.4,55,0.4,250,1.7,193,1.3,00:02:39
324,Klauzál Gábor utca,181,570,17,0.1,50,0.3,67,0.4,1039,5.7,1006,5.6,00:02:33
598,Vekeri elágazás,141,1117,47,0.3,5,0.0,52,0.4,809,5.7,855,6.1,00:02:45
448,Ozmán utca,82,300,7,0.1,23,0.3,30,0.4,1900,23.2,1882,23.0,00:01:51
555,Téglás utca,490,1950,4,0.0,174,0.4,178,0.4,1650,3.4,1465,3.0,00:01:05
561,Thököly utca,436,1607,50,0.1,108,0.2,158,0.4,2869,6.6,2812,6.4,00:03:37
018,Állatmenhely,141,1117,51,0.4,0,0,51,0.4,164,1.2,215,1.5,00:01:47
341,Kopja utca,728,3949,155,0.2,106,0.1,261,0.4,9956,13.7,10010,13.8,00:02:06
483,Kazár utca,70,300,24,0.3,1,0.0,25,0.4,1036,14.8,1059,15.1,00:04:29
497,Salakos bekötőút,119,620,17,0.1,25,0.2,42,0.4,991,8.3,946,7.9,00:00:37
495,Salakmotorpálya,500,1957,165,0.3,11,0.0,176,0.4,1864,3.7,2024,4.0,00:01:35
335,Kondorosi híd,153,1177,1,0.0,52,0.3,53,0.3,2068,13.5,2008,13.1,00:03:51
839,Jedlik Ányos utca,137,500,12,0.1,35,0.3,47,0.3,1081,7.9,1037,7.6,00:03:38
090,Borzán Gáspár utca,35,121,2,0.1,10,0.3,12,0.3,362,10.3,354,10.1,00:00:06
209,Haláp. csárda,166,495,53,0.3,3,0.0,56,0.3,376,2.3,425,2.6,00:00:56
218,Hármashegy utca,592,2262,182,0.3,17,0.0,199,0.3,2762,4.7,2936,5.0,00:01:01
484,Ribizli utca,496,2557,46,0.1,119,0.2,165,0.3,3278,6.6,3199,6.4,00:02:38
282,Kanális utca,500,1957,154,0.3,12,0.0,166,0.3,1720,3.4,1864,3.7,00:01:13
556,Téglás utca,479,1920,151,0.3,6,0.0,157,0.3,1330,2.8,1472,3.1,00:01:23
857,Jász utca,251,950,5,0.0,77,0.3,82,0.3,1344,5.4,1257,5.0,00:00:48
793,Antall József utca,393,1630,103,0.3,25,0.1,128,0.3,2712,6.9,2814,7.2,00:02:37
447,Óvoda utca,570,3250,161,0.3,23,0.0,184,0.3,7596,13.3,7741,13.6,00:02:13
856,Észak-Nyugati Gazdasági Övezet,53,60,0,0,17,0.3,17,0.3,17,0.3,0,,00:00:15
005,Abonyi utca,415,1570,71,0.2,61,0.1,132,0.3,3287,7.9,3297,7.9,00:03:43
485,Ribizli utca,444,1830,116,0.3,25,0.1,141,0.3,4183,9.4,4286,9.7,00:01:32
342,Kopja utca,754,3995,71,0.1,168,0.2,239,0.3,11553,15.3,11453,15.2,00:02:00
847,Repülőtéri út,183,540,57,0.3,1,0.0,58,0.3,225,1.2,285,1.6,00:01:29
443,Orgona utca,192,970,50,0.3,9,0.0,59,0.3,933,4.9,974,5.1,00:01:51
319,Kismacs. Bejárati út,436,1187,3,0.0,130,0.3,133,0.3,6019,13.8,5887,13.5,00:02:12
597,Vekeri elágazás,148,1117,4,0.0,41,0.3,45,0.3,868,5.9,831,5.6,00:02:05
023,Horgásztavak,148,1117,4,0.0,40,0.3,44,0.3,904,6.1,868,5.9,00:03:14
256,Ipari Park. bejáró út,476,1510,107,0.2,29,0.1,136,0.3,3051,6.4,3090,6.5,00:02:01
836,Hatvan utca,36,196,10,0.3,0,0,10,0.3,108,3,119,3.3,00:00:58
318,Kismacs,285,616,64,0.2,9,0.0,73,0.3,4007,14.1,4066,14.3,00:01:23
212,Haláp. útőrház,166,495,39,0.2,3,0.0,42,0.3,425,2.6,481,2.9,00:01:41
377,Löszhát,114,560,26,0.2,2,0.0,28,0.2,301,2.6,326,2.9,00:00:19
830,Hosszúpályi útelágazás,70,300,11,0.2,6,0.1,17,0.2,1030,14.7,1035,14.8,00:01:13
316,Kismacs,192,970,23,0.1,23,0.1,46,0.2,822,4.3,822,4.3,00:02:02
421,Nagycsere. fatelep,163,480,11,0.1,27,0.2,38,0.2,676,4.1,625,3.8,-00:00:28
610,Wekerle utca,575,3259,21,0.0,113,0.2,134,0.2,8901,15.5,8802,15.3,00:02:27
317,Kismacs,423,1112,20,0.0,73,0.2,93,0.2,5807,13.7,5754,13.6,00:02:14
216,Hangyás utca,483,2617,72,0.1,34,0.1,106,0.2,4252,8.8,4293,8.9,00:02:31
215,Hangyás utca,486,2596,13,0.0,90,0.2,103,0.2,4957,10.2,4879,10.0,00:02:33
211,Haláp. útőrház,163,480,0,0,33,0.2,33,0.2,493,3.0,429,2.6,00:00:48
226,Határ út,119,620,5,0.0,19,0.2,24,0.2,1005,10.4,991,8.3,00:00:42
320,Kismacs. Bejárati út,371,1041,73,0.2,1,0.0,74,0.2,4577,12.3,4652,12.5,00:01:00
334,Vámospércsi út,248,726,47,0.2,1,0.0,48,0.2,1803,7.3,1876,7.6,00:00:57
333,Vámospércsi út,246,711,7,0.0,40,0.2,47,0.2,2351,9.6,2288,9.3,00:00:24
567,Tócóvölgy. vasútállomás,214,848,2,0.0,37,0.2,39,0.2,2740,12.8,2649,12.4,00:02:09
644,Nyugati Ipari Park. szervizút I.,286,962,41,0.1,11,0.0,52,0.2,314,1.1,346,1.2,00:03:32
861,Csonka János utca,53,60,0,0,9,0.2,9,0.2,113,2.1,104,2.0,00:01:31
611,Wekerle utca,570,3250,67,0.1,25,0.0,92,0.2,7741,13.6,7783,13.7,00:01:12
424,Nagycsere. iskola,166,495,24,0.1,2,0.0,26,0.2,584,3.5,602,3.6,00:02:05
024,Horgásztavak,141,1117,21,0.1,1,0.0,22,0.2,855,6.1,879,6.2,00:02:05
037,Autópiac,371,1041,56,0.2,0,0,56,0.2,4652,12.5,4709,12.7,00:00:04
223,Harstein kertek,486,2596,2,0.0,56,0.1,58,0.1,4847,10.0,4793,9.9,00:03:17
568,Tócóvölgy. vasútállomás,219,868,22,0.1,4,0.0,26,0.1,2260,10.3,2282,10.4,00:00:26
036,Autópiac,423,1112,0,0,47,0.1,47,0.1,6055,14.3,6008,14.2,00:01:58
449,Ozmán utca,70,300,4,0.1,3,0.0,7,0.1,1035,14.8,1036,14.8,00:01:56
423,Nagycsere. Iskola,163,480,0,0,16,0.1,16,0.1,740,4.5,676,4.1,-00:00:15
851,Péterfia dűlő,323,603,30,0.1,0,0,30,0.1,3784,20.8,3807,11.8,-00:00:36
011,Agrárgazdaság,486,2596,7,0.0,37,0.1,44,0.1,4879,10.0,4847,10.0,00:02:05
110,Csereerdő,166,495,15,0.1,0,0,15,0.1,602,3.6,690,4.2,00:00:49
422,Nagycsere. fatelep,166,495,15,0.1,0,0,15,0.1,569,3.4,584,3.5,00:00:45
012,Agrárgazdaság,483,2617,35,0.1,1,0.0,36,0.1,4218,8.7,4252,8.8,00:03:25
109,Csereerdő,163,480,0,0,11,0.1,11,0.1,788,4.8,740,4.5,00:01:16
379,M35-ös autópálya,114,560,7,0.1,0,0,7,0.1,326,2.9,333,2.9,00:00:44
854,Csonka János utca,376,663,11,0.0,11,0.0,22,0.1,3438,9.1,3417,9.1,00:01:30
850,Tokaji utca,18,320,0,0,1,0.1,1,0.1,22,1.2,21,1.2,00:01:20
104,Csalogány utca,22,90,0,0,1,0.0,1,0.0,1,0.0,0,0,00:00:39
378,M35-ös autópálya,115,560,0,0,5,0.0,5,0.0,516,4.5,508,4.4,00:02:58
224,Harstein kertek,483,2617,17,0.0,3,0.0,20,0.0,4204,8.7,4218,8.7,00:02:40
431,Nagymacs. vasútállomás,77,410,0,0,3,0.0,3,0.0,329,4.3,326,4.2,00:01:15
432,Nagymacs. vasútállomás,86,425,2,0.0,1,0.0,3,0.0,357,4.2,358,4.2,00:01:24
609,Vízmű,369,1110,11,0.0,1,0.0,12,0.0,3833,10.4,3959,10.7,00:00:28
096,Budai Nagy Antal utca,1012,4247,2,0.0,29,0.0,31,0.0,4555,4.5,4447,4.4,00:01:44
549,Tábor bejáró út,171,613,2,0.0,3,0.0,5,0.0,2388,14.0,2382,13.9,00:02:14
276,Kádár dűlő,115,560,0,0,3,0.0,3,0.0,437,3.8,434,3.8,00:03:17
579,TV-torony,152,588,3,0.0,0,0,3,0.0,968,6.4,971,6.4,00:01:51
578,TV-torony,171,613,0,0,3,0.0,3,0.0,2382,13.9,2379,13.9,00:06:03
840,Ecopro Global Hungary Zrt.,137,500,0,0,2,0.0,2,0.0,1037,7.6,1035,7.6,00:05:37
550,Tábor bejáró út,152,588,1,0.0,1,0.0,2,0.0,971,6.4,973,6.4,00:00:28
190,Honvéd Középiskola,398,1306,3,0.0,0,0,3,0.0,4132,10.4,4158,10.4,00:01:33
189,Honvéd Középiskola,440,1358,1,0.0,2,0.0,3,0.0,5693,12.9,5539,12.6,00:02:01
225,Határ út,22,90,0,0,0,0,0,0,0,0,0,,00:01:08
277,Kádár dűlő,114,560,0,0,0,0,0,0,301,2.6,301,2.6,
364,Látóképi Csárda,86,425,0,0,0,0,0,0,358,4.2,357,4.2,
004,9. kilométerkő,114,560,0,0,0,0,0,0,301,2.6,301,2.6,
202,HAJDÚKOMM,22,90,0,0,0,0,0,0,0,0,0,0,
321,Kistemplom,1,30,0,0,0,0,0,0,2,2,2,2,
496,Salakos bekötőút,22,90,0,0,0,0,0,0,0,0,0,0,
363,Látóképi Csárda,77,410,0,0,0,0,0,0,328,4.3,329,4.3,
548,Szováti elágazás,97,530,0,0,0,0,0,0,1014,10.5,1005,10.4,
003,9. kilométerkő,115,560,0,0,0,0,0,0,434,3.8,434,3.8,
621,Hadházi út. vizsgaközpont,55,60,0,0,0,0,0,0,1058,19.2,1058,19.2,
837,Nagy Imre utca,4,21,0,0,0,0,0,0,14,3.5,14,3.5,
123,Kálvin tér ,0,7200,0,,0,,0,,0,,0,,
124,Kálvin tér ,0,7200,0,,0,,0,,0,,0,,
138,Diószegi út,0,0,0,,0,,0,,0,,0,,
464,Péterfia dűlő,0,0,0,,0,,0,,0,,0,,
470,Piac utca,0,0,0,,0,,0,,0,,0,,
468,Petőfi tér,0,0,0,,0,,0,,0,,0,,
588,Vágóhíd utca. felüljáró,0,0,0,,0,,0,,0,,0,,
589,Városháza ,0,7200,0,,0,,0,,0,,0,,
344,Kossuth tér ,0,7200,0,,0,,0,,0,,0,,
591,Vásáry István utca ,0,7200,0,,0,,0,,0,,0,,
636,Bölcs utca,0,0,0,,0,,0,,0,,0,,
587,Vágóhíd utca,0,0,0,,0,,0,,0,,0,,
060,Béke major,0,0,0,,0,,0,,0,,0,,
638,Klinikai Központ Kenézy Campus,0,0,0,,0,,0,,0,,0,,
665,Károlyi Mihály utca. villamos,0,3570,0,,0,,0,,0,,0,,
823,Szováti elágazás,0,0,0,,0,,0,,0,,0,,
400,Miklós utca,0,0,0,,0,,0,,0,,0,,
465,Péterfia dűlő,0,0,0,,0,,0,,0,,0,,
634,Csigekert utca,0,0,0,,0,,0,,0,,0,,
669,Árpád Vezér Általános Iskola. villamos,0,3570,0,,0,,0,,0,,0,,
554,Tegez utca,0,0,0,,0,,0,,0,,0,,
676,Dózsa György utca,0,3570,0,,0,,0,,0,,0,,
818,Krones Hungary Kft.,0,0,0,,0,,0,,0,,0,,
590,Városháza ,0,7200,0,,0,,0,,0,,0,,
664,DAB székház. villamos,0,3570,0,,0,,0,,0,,0,,
666,Csokonai Vitéz Mihály Gimnázium,0,3570,0,,0,,0,,0,,0,,
667,Kartács utca,0,3570,0,,0,,0,,0,,0,,
670,Görgey utca,0,3570,0,,0,,0,,0,,0,,
675,Nádor utca,0,3570,0,,0,,0,,0,,0,,
677,Csemete utca,0,3570,0,,0,,0,,0,,0,,
533,Szent Anna utca ,0,7200,0,,0,,0,,0,,0,,
623,Nagyállomás. villamos ,0,7200,0,,0,,0,,0,,0,,
619,Falóger,0,0,0,,0,,0,,0,,0,,
633,Szabó Lőrinc utca,0,0,0,,0,,0,,0,,0,,
635,Csigekert utca,0,0,0,,0,,0,,0,,0,,
637,Bölcs utca,0,0,0,,0,,0,,0,,0,,
632,Szabó Lőrinc utca,0,0,0,,0,,0,,0,,0,,
663,Szent László Görögkatolikus Gimnázium.v.,0,3570,0,,0,,0,,0,,0,,
661,Dózsa György utca,0,3570,0,,0,,0,,0,,0,,
662,Nádor utca,0,3570,0,,0,,0,,0,,0,,
668,Doberdó utca. villamos,0,3570,0,,0,,0,,0,,0,,
671,Csokonai Vitéz Mihály Gimnázium,0,3570,0,,0,,0,,0,,0,,
674,Szent László Görögkatolikus Gimnázium.v.,0,3570,0,,0,,0,,0,,0,,
343,Kossuth tér ,0,7200,0,,0,,0,,0,,0,,
475,Pósa utca,0,0,0,,0,,0,,0,,0,,
534,Szent Anna utca ,0,7200,0,,0,,0,,0,,0,,
059,Béke major,0,0,0,,0,,0,,0,,0,,
592,Vásáry István utca ,0,7200,0,,0,,0,,0,,0,,
624,Nagyállomás. villamos ,0,7200,0,,0,,0,,0,,0,,
659,Kölcsey Központ (Hunyadi J. u.).villamos,0,3570,0,,0,,0,,0,,0,,
660,Csemete utca,0,3570,0,,0,,0,,0,,0,,
672,Károlyi Mihály utca. villamos,0,3570,0,,0,,0,,0,,0,,
673,DAB székház. villamos,0,3570,0,,0,,0,,0,,0,,
678,Kölcsey Központ (Hunyadi J. u.).villamos,0,3570,0,,0,,0,,0,,0,,
121,DAB-székház,0,0,0,,0,,0,,0,,0,,
125,Egyetem,0,3630,0,,0,,0,,0,,0,,
197,Aquaticum,0,3630,0,,0,,0,,0,,0,,
248,Honvéd utca,0,3630,0,,0,,0,,0,,0,,
161,Eötvös utca,0,3630,0,,0,,0,,0,,0,,
022,Andaházi utca,0,3630,0,,0,,0,,0,,0,,
328,Klinikai Központ Nagyerdei Campus,0,3630,0,,0,,0,,0,,0,,
066,Bem tér,0,3630,0,,0,,0,,0,,0,,
427,Nagyerdei krt.,0,3630,0,,0,,0,,0,,0,,
614,Weszprémy utca,0,3630,0,,0,,0,,0,,0,,
065,Bem tér,0,3630,0,,0,,0,,0,,0,,
103,Auchan Áruház,0,0,0,,0,,0,,0,,0,,
394,Medgyessy sétány,0,3630,0,,0,,0,,0,,0,,
742,Kálvin tér ,0,0,0,,0,,0,,0,,0,,
705,Nagyerdei krt.,0,0,0,,0,,0,,0,,0,,
721,Aquaticum,0,0,0,,0,,0,,0,,0,,
028,Böszörményi út 151.,0,30,0,,0,,0,,0,,0,,
402,Mikszáth Kálmán utca,0,0,0,,0,,0,,0,,0,,
703,Bem tér,0,0,0,,0,,0,,0,,0,,
704,Bem tér,0,0,0,,0,,0,,0,,0,,
706,Aquaticum,0,0,0,,0,,0,,0,,0,,
710,Honvéd utca,0,0,0,,0,,0,,0,,0,,
718,Weszprémy utca,0,0,0,,0,,0,,0,,0,,
720,Andaházi utca,0,0,0,,0,,0,,0,,0,,
725,Csemete utca,0,0,0,,0,,0,,0,,0,,
744,Károlyi Mihály utca. villamos,0,0,0,,0,,0,,0,,0,,
768,Eötvös utca,0,0,0,,0,,0,,0,,0,,
834,Csokonai Vitéz Mihály Gimnázium,0,0,0,,0,,0,,0,,0,,
835,Ibolya utca,0,0,0,,0,,0,,0,,0,,
842,Kálvin tér ,0,0,0,,0,,0,,0,,0,,
287,Károlyi Mihály utca,0,0,0,,0,,0,,0,,0,,
844,ÉNY Gazdasági Övezet,0,0,0,,0,,0,,0,,0,,
722,Bem tér,0,0,0,,0,,0,,0,,0,,
737,Eötvös utca,0,0,0,,0,,0,,0,,0,,
754,Nagyerdei krt.,0,0,0,,0,,0,,0,,0,,
859,Ruyter utca ID,0,0,0,,0,,0,,0,,0,,
860,Mák utca ID,0,0,0,,0,,0,,0,,0,,
864,Huszár Gál utca,0,0,0,,0,,0,,0,,0,,
,Total,296184,1558175,350020,1.2,347961,1.2,697981,2.4,,8.7,,8.7,00:02:14
